ID,Review,Link,Sentiment
559,,https://www.aliexpress.com/item/1005007821425416.html?algo_pvid=f1abc665-2af5-49f9-a3b0-526b74e4085e&algo_exp_id=f1abc665-2af5-49f9-a3b0-526b74e4085e-49&pdp_npi=4%40dis%21PKR%2144718.56%2115204.26%21%21%211160.71%21394.64%21%40213bdb8817317823562722478e1ae0%2112000042327907944%21sea%21PK%210%21ABX&curPageLogUid=WjLHg0dL43WB&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
560,,https://www.aliexpress.com/item/1005006628609594.html?algo_pvid=f1abc665-2af5-49f9-a3b0-526b74e4085e&algo_exp_id=f1abc665-2af5-49f9-a3b0-526b74e4085e-50&pdp_npi=4%40dis%21PKR%21112013.11%2117921.94%21%21%212907.40%21465.18%21%40213bdb8817317823562722478e1ae0%2112000037867360094%21sea%21PK%210%21ABX&curPageLogUid=TB7Mwi2KAqSC&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
561,"I am deeply impressed by this 16-inch display, with a 2.5K resolution and 144hz refresh rate. The gaming experience is great when connected to my PS5. The built-in Google TV system is also my favorite for watching Netflix. I am very satisfied and recommend it.",https://www.aliexpress.com/item/1005007782953946.html?algo_pvid=f1abc665-2af5-49f9-a3b0-526b74e4085e&aem_p4p_detail=20241116103916294153562077870002835794&algo_exp_id=f1abc665-2af5-49f9-a3b0-526b74e4085e-51&pdp_npi=4%40dis%21PKR%21115636.15%2157818.07%21%21%21416.30%21208.15%21%40213bdb8817317823562722478e1ae0%2112000042279827165%21sea%21PK%210%21ABX&curPageLogUid=586on8FHxfEL&utparam-url=scene%3Asearch%7Cquery_from%3A&search_p4p_id=20241116103916294153562077870002835794_13,Positive
562,,https://www.aliexpress.com/item/1005007802648908.html?algo_pvid=f1abc665-2af5-49f9-a3b0-526b74e4085e&algo_exp_id=f1abc665-2af5-49f9-a3b0-526b74e4085e-52&pdp_npi=4%40dis%21PKR%2132560.62%2111070.70%21%21%21845.14%21287.35%21%40213bdb8817317823562722478e1ae0%2112000042253831497%21sea%21PK%210%21ABX&curPageLogUid=OQXFoNVyh1GK&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
563,,https://www.aliexpress.com/item/1005007550609935.html?algo_pvid=f1abc665-2af5-49f9-a3b0-526b74e4085e&algo_exp_id=f1abc665-2af5-49f9-a3b0-526b74e4085e-53&pdp_npi=4%40dis%21PKR%2136719.99%2112484.64%21%21%21953.10%21324.05%21%40213bdb8817317823562722478e1ae0%2112000041259119496%21sea%21PK%210%21ABX&curPageLogUid=9RFHDPXkVzbd&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
564,,https://www.aliexpress.com/item/1005006788639564.html?algo_pvid=f1abc665-2af5-49f9-a3b0-526b74e4085e&algo_exp_id=f1abc665-2af5-49f9-a3b0-526b74e4085e-54&pdp_npi=4%40dis%21PKR%2161606.05%2120945.92%21%21%211599.04%21543.67%21%40213bdb8817317823562722478e1ae0%2112000038304111932%21sea%21PK%210%21ABX&curPageLogUid=rGj3ET1praUP&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
565,,https://www.aliexpress.com/item/1005007176849524.html?algo_pvid=f1abc665-2af5-49f9-a3b0-526b74e4085e&algo_exp_id=f1abc665-2af5-49f9-a3b0-526b74e4085e-56&pdp_npi=4%40dis%21PKR%2163137.50%2122729.33%21%21%211638.79%21589.96%21%40213bdb8817317823562722478e1ae0%2112000039708755965%21sea%21PK%210%21ABX&curPageLogUid=xFxVfdSg9Hse&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
566,,https://www.aliexpress.com/item/1005007391797133.html?algo_pvid=f1abc665-2af5-49f9-a3b0-526b74e4085e&algo_exp_id=f1abc665-2af5-49f9-a3b0-526b74e4085e-57&pdp_npi=4%40dis%21PKR%2154317.15%2118467.87%21%21%211409.85%21479.35%21%40213bdb8817317823562722478e1ae0%2112000040558252610%21sea%21PK%210%21ABX&curPageLogUid=E8FbJoc7ndy6&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
567,,https://www.aliexpress.com/item/1005007176858533.html?algo_pvid=f1abc665-2af5-49f9-a3b0-526b74e4085e&algo_exp_id=f1abc665-2af5-49f9-a3b0-526b74e4085e-58&pdp_npi=4%40dis%21PKR%2155138.93%2119849.83%21%21%211431.18%21515.22%21%40213bdb8817317823562722478e1ae0%2112000039708394927%21sea%21PK%210%21ABX&curPageLogUid=mjlBAMcsrVdS&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
568,,https://www.aliexpress.com/item/1005007724012341.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-0&pdp_npi=4%40dis%21PKR%2125521.76%218677.41%21%21%21662.44%21225.23%21%40213ba0c517317823730298086ec19b%2112000041984363197%21sea%21PK%210%21ABX&curPageLogUid=o1Be8bEaTRs4&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
569,,https://www.aliexpress.com/item/1005007579179915.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-1&pdp_npi=4%40dis%21PKR%2138319.63%2113028.65%21%21%21994.62%21338.17%21%40213ba0c517317823730298086ec19b%2112000041374310531%21sea%21PK%210%21ABX&curPageLogUid=jEkwvJnZUMb9&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
570,,https://www.aliexpress.com/item/1005007580838297.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-2&pdp_npi=4%40dis%21PKR%2171914.31%2124450.71%21%21%211866.60%21634.64%21%40213ba0c517317823730298086ec19b%2112000041378789400%21sea%21PK%210%21ABX&curPageLogUid=YkRjBnhRae3B&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
571,Ori,https://www.aliexpress.com/item/4000341030137.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&aem_p4p_detail=202411161039331146648464784900002858310&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-3&pdp_npi=4%40dis%21PKR%2113624.68%216402.63%21%21%2149.05%2123.05%21%40213ba0c517317823730298086ec19b%2110000001399579540%21sea%21PK%210%21ABX&curPageLogUid=4OvQauKuj5bC&utparam-url=scene%3Asearch%7Cquery_from%3A&search_p4p_id=202411161039331146648464784900002858310_1,Neutral
572,It is very nice that the Fsho is fast and safe :) satisfied completely :),https://www.aliexpress.com/item/1005006614138831.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-4&pdp_npi=4%40dis%21PKR%2144968.98%2114839.79%21%21%211167.21%21385.18%21%40213ba0c517317823730298086ec19b%2112000037827588108%21sea%21PK%210%21ABX&curPageLogUid=dBJsF3A6Xz5R&utparam-url=scene%3Asearch%7Cquery_from%3A,Positive
573,,https://www.aliexpress.com/item/1005007605991941.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-5&pdp_npi=4%40dis%21PKR%2133520.33%2111397.03%21%21%21870.05%21295.82%21%40213ba0c517317823730298086ec19b%2112000041480273448%21sea%21PK%210%21ABX&curPageLogUid=EaxGVi4zBVgW&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
574,,https://www.aliexpress.com/item/1005007391566941.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-6&pdp_npi=4%40dis%21PKR%2160716.08%2121857.85%21%21%211575.94%21567.34%21%40213ba0c517317823730298086ec19b%2112000040558268024%21sea%21PK%210%21ABX&curPageLogUid=aTf5paIv3yIm&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
575,"Fast Delivery. I wish it came with English instructions and any supporting software.Would be 5 star for the hardware, except the software to customise the controller is only available on PC (We were unable to get customisation working on ipad or android). Also the website links when trying to use software sometimes links to non-existant page. The hardware is great though as long as you can get around the frustrating software and have a PC",https://www.aliexpress.com/item/1005007246579603.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&aem_p4p_detail=202411161039331146648464784900002858310&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-7&pdp_npi=4%40dis%21PKR%2135187.00%2135187.00%21%21%21913.31%21913.31%21%40213ba0c517317823730298086ec19b%2112000039935829367%21sea%21PK%210%21ABX&curPageLogUid=mER3B6vbet5B&utparam-url=scene%3Asearch%7Cquery_from%3A&search_p4p_id=202411161039331146648464784900002858310_2,Positive
576,,https://www.aliexpress.com/item/1005007507851194.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-8&pdp_npi=4%40dis%21PKR%2168874.92%2123417.42%21%21%211787.71%21607.82%21%40213ba0c517317823730298086ec19b%2112000041065333320%21sea%21PK%210%21ABX&curPageLogUid=BI7K8bBeBtt1&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
577,,https://www.aliexpress.com/item/1005006814278978.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-9&pdp_npi=4%40dis%21PKR%2170724.60%2119802.83%21%21%211835.72%21514.00%21%40213ba0c517317823730298086ec19b%2112000038391909423%21sea%21PK%210%21ABX&curPageLogUid=uzXJsYtsvPI9&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
578,,https://www.aliexpress.com/item/1005007797999122.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-10&pdp_npi=4%40dis%21PKR%2121202.51%217208.77%21%21%21550.33%21187.11%21%40213ba0c517317823730298086ec19b%2112000042236884841%21sea%21PK%210%21ABX&curPageLogUid=M3C957GyMJjg&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
579,,https://www.aliexpress.com/item/1005007707200064.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-12&pdp_npi=4%40dis%21PKR%2139919.26%2113572.64%21%21%211036.14%21352.29%21%40213ba0c517317823730298086ec19b%2112000041925952773%21sea%21PK%210%21ABX&curPageLogUid=DMhHCK5fEj7h&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
580,,https://www.aliexpress.com/item/1005007884717703.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-13&pdp_npi=4%40dis%21PKR%2139059.34%2113280.22%21%21%211013.82%21344.70%21%40213ba0c517317823730298086ec19b%2112000042705902021%21sea%21PK%210%21ABX&curPageLogUid=uwbb2HI8Ke96&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
581,,https://www.aliexpress.com/item/1005007802332851.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-14&pdp_npi=4%40dis%21PKR%2150637.83%2117216.90%21%21%211314.35%21446.88%21%40213ba0c517317823730298086ec19b%2112000042253042511%21sea%21PK%210%21ABX&curPageLogUid=BRaHu1H7gTHf&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
582,,https://www.aliexpress.com/item/1005007097697067.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-16&pdp_npi=4%40dis%21PKR%2159533.69%2121432.13%21%21%211545.25%21556.29%21%40213ba0c517317823730298086ec19b%2112000039393237922%21sea%21PK%210%21ABX&curPageLogUid=v1Bur6nJgEsm&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
583,,https://www.aliexpress.com/item/1005006517944951.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-17&pdp_npi=4%40dis%21PKR%2154752.50%219855.56%21%21%211421.15%21255.81%21%40213ba0c517317823730298086ec19b%2112000037507939578%21sea%21PK%210%21ABX&curPageLogUid=aaMKw6RJWlaV&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
584,,https://www.aliexpress.com/item/1005007767566982.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-18&pdp_npi=4%40dis%21PKR%2139119.44%2113300.64%21%21%211015.38%21345.23%21%40213ba0c517317823730298086ec19b%2112000042137263036%21sea%21PK%210%21ABX&curPageLogUid=sZDZdysdAiD9&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
585,,https://www.aliexpress.com/item/1005007579053911.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-20&pdp_npi=4%40dis%21PKR%2131920.69%2110853.03%21%21%21828.53%21281.70%21%40213ba0c517317823730298086ec19b%2112000041374030299%21sea%21PK%210%21ABX&curPageLogUid=3C5yNKnecXgD&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
586,,https://www.aliexpress.com/item/1005007699649027.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-21&pdp_npi=4%40dis%21PKR%2150797.72%2117271.23%21%21%211318.50%21448.29%21%40213ba0c517317823730298086ec19b%2112000041904622231%21sea%21PK%210%21ABX&curPageLogUid=s7y5erIWtsVL&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
587,,https://www.aliexpress.com/item/1005006502663675.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-22&pdp_npi=4%40dis%21PKR%2193010.87%2116741.86%21%21%212414.18%21434.55%21%40213ba0c517317823730298086ec19b%2112000037439030384%21sea%21PK%210%21ABX&curPageLogUid=O6EYP4dMgrAj&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
588,"Delivery was ok ish. I had to pay additional customs. For the total price, it was worth it. This has so many ROMs to Emulate. BUT BE AWARE!!! I do recommend to install this device in your PC you are using. I would use a secondary PC with no data that can harm you.As everything says perfect new and good operation. Accept a lot of games and consoles we recommendIt is bigger than I thought, it is beautiful, many games, but they lack some key games like zelda tears of the kingdom, star fox for the wii or among others. Of rest is the best. I recommend it, doubting for window 11as ordered, a wonderful creation, I am mega happy and orbital that it has already reached me. Thank you very much and I recommend it to people, it is worth its valueVery good seller. economic price and very good product. easy to make It work with English manual instructions. plug and play on only 10 minutes for small installations. very good games selection and variety. 99% scrapped and with all info, bezels and Xbox controller pre configured.The installation was simple and quick. Hyperspin was already preconfigured, which made the experience even better. The interface is intuitive and facilitates navigation through the extensive library of games. In addition, the speed of access and the load of the games are excellent, without noticeable delays. The shipment was punctual and the packaging ensured that the hard drive arrived in perfect condition. The value for money is unbeatable, considering all the content included and the performance of the disk. I would certainly recommend this product to any retro gaming enthusiast.Exelente, pity do not buy the one in control, but I am happy I accept recommendations to make the catalog bigger... Jjjfinally got hold of my item bit of a nightmare with the courier item was left on doorstep behind a bin bag was told it had been signed for when it wasn't, lucky I have honest neighbors otherwise I would have had to make a claim but over all very happy with it loads to play and works straight awayAs describedgreatExcellent seller thanksVery good productI hope you're a little comfortable with the game.Customs duties were not burdened and the product delivery was completed within the expected period. However, there were no more recent games than thought, and only mostly old games. Some games do not runHas a huge number of games but full of meaningless and very chaotic collections. There are hardly any games from the European region, they are all from the region uses. The Hyperspin program is not very configurable and I do not like the configuration it carries. Surely use this disc to make a good installation of batocera or retrobatIm sure it would be good, but the hard drive didnt work so I have to return it.I arrived yesterday and it does not work, I installed it as the manual says and nothingWorked for 5 days and then died.Doesn't work for me",https://www.aliexpress.com/item/1005004016346224.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&aem_p4p_detail=202411161039331146648464784900002858310&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-23&pdp_npi=4%40dis%21PKR%2185464.64%2148715.51%21%21%21307.68%21175.38%21%40213ba0c517317823730298086ec19b%2112000037404674411%21sea%21PK%210%21ABX&curPageLogUid=nLwyPDzH5GnB&utparam-url=scene%3Asearch%7Cquery_from%3A&search_p4p_id=202411161039331146648464784900002858310_6,Positive
589,,https://www.aliexpress.com/item/1005007541799653.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-24&pdp_npi=4%40dis%21PKR%2132720.51%2111125.03%21%21%21849.29%21288.76%21%40213ba0c517317823730298086ec19b%2112000041221715625%21sea%21PK%210%21ABX&curPageLogUid=LlhH91azZ6Dl&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
590,,https://www.aliexpress.com/item/1005007701543468.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-25&pdp_npi=4%40dis%21PKR%2161836.06%2121024.13%21%21%211605.01%21545.70%21%40213ba0c517317823730298086ec19b%2112000041910107760%21sea%21PK%210%21ABX&curPageLogUid=WHEzSFAcppM4&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
591,,https://www.aliexpress.com/item/1005007479408115.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-26&pdp_npi=4%40dis%21PKR%2147118.40%2116020.26%21%21%211223.00%21415.82%21%40213ba0c517317823730298086ec19b%2112000040920545822%21sea%21PK%210%21ABX&curPageLogUid=SkVA4YtF12rX&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
592,,https://www.aliexpress.com/item/1005007677241178.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-28&pdp_npi=4%40dis%21PKR%2137200.03%2112647.99%21%21%21965.56%21328.29%21%40213ba0c517317823730298086ec19b%2112000041770259820%21sea%21PK%210%21ABX&curPageLogUid=SX5WrOhcNTXM&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
593,,https://www.aliexpress.com/item/1005007478906179.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-29&pdp_npi=4%40dis%21PKR%2151117.49%2118402.37%21%21%211326.80%21477.65%21%40213ba0c517317823730298086ec19b%2112000040919659476%21sea%21PK%210%21ABX&curPageLogUid=K4E5PcgwOUTv&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
594,,https://www.aliexpress.com/item/1005007586964330.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-30&pdp_npi=4%40dis%21PKR%2171114.49%2124179.09%21%21%211845.84%21627.59%21%40213ba0c517317823730298086ec19b%2112000041400495999%21sea%21PK%210%21ABX&curPageLogUid=0e0AFGFRWrYR&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
595,"Everything works. Games, not all, but most are played. There are no instructions on the Russian, I figure it out. Overall, satisfied, thank you.",https://www.aliexpress.com/item/1005007748034228.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&aem_p4p_detail=202411161039331146648464784900002858310&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-31&pdp_npi=4%40dis%21PKR%2132304.79%2112921.92%21%21%21116.30%2146.52%21%40213ba0c517317823730298086ec19b%2112000042075176364%21sea%21PK%210%21ABX&curPageLogUid=BIBcHzhsIVcC&utparam-url=scene%3Asearch%7Cquery_from%3A&search_p4p_id=202411161039331146648464784900002858310_8,Positive
596,,https://www.aliexpress.com/item/1005007878554657.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-32&pdp_npi=4%40dis%21PKR%2164255.16%2121846.67%21%21%211667.80%21567.05%21%40213ba0c517317823730298086ec19b%2112000042670275738%21sea%21PK%210%21ABX&curPageLogUid=LmxaTLg3GtIm&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
597,,https://www.aliexpress.com/item/1005007649219426.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-33&pdp_npi=4%40dis%21PKR%2142799.15%2114551.61%21%21%211110.89%21377.70%21%40213ba0c517317823730298086ec19b%2112000041647590021%21sea%21PK%210%21ABX&curPageLogUid=lB3YhY5pIoCF&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
598,,https://www.aliexpress.com/item/1005007875109660.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-34&pdp_npi=4%40dis%21PKR%2154512.87%2118534.52%21%21%211414.93%21481.08%21%40213ba0c517317823730298086ec19b%2112000042655818981%21sea%21PK%210%21ABX&curPageLogUid=HOzFnjZlozYc&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
599,,https://www.aliexpress.com/item/1005007391677656.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-36&pdp_npi=4%40dis%21PKR%2131120.87%2111203.62%21%21%21807.77%21290.80%21%40213ba0c517317823730298086ec19b%2112000040558262541%21sea%21PK%210%21ABX&curPageLogUid=XwSJ0q0NbjnJ&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
600,,https://www.aliexpress.com/item/1005007795721823.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-37&pdp_npi=4%40dis%21PKR%2137200.03%2112647.99%21%21%21965.56%21328.29%21%40213ba0c517317823730298086ec19b%2112000042231434620%21sea%21PK%210%21ABX&curPageLogUid=sTQXsYOAdYkR&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
601,,https://www.aliexpress.com/item/1005007060317247.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-38&pdp_npi=4%40dis%21PKR%2124012.28%218164.24%21%21%21623.26%21211.91%21%40213ba0c517317823730298086ec19b%2112000039269098743%21sea%21PK%210%21ABX&curPageLogUid=wt9kW4jxHsSO&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
602,,https://www.aliexpress.com/item/1005006947772757.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-40&pdp_npi=4%40dis%21PKR%2145928.69%2118371.55%21%21%211192.12%21476.85%21%40213ba0c517317823730298086ec19b%2112000038821433456%21sea%21PK%210%21ABX&curPageLogUid=eXTRFK50lR9Z&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
603,,https://www.aliexpress.com/item/1005007799714606.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-41&pdp_npi=4%40dis%21PKR%2131120.87%2110581.02%21%21%21807.77%21274.64%21%40213ba0c517317823730298086ec19b%2112000042242674040%21sea%21PK%210%21ABX&curPageLogUid=aclpFPgBgurj&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
604,,https://www.aliexpress.com/item/1005007391715150.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-42&pdp_npi=4%40dis%21PKR%2146318.58%2116674.83%21%21%211202.24%21432.81%21%40213ba0c517317823730298086ec19b%2112000040557872848%21sea%21PK%210%21ABX&curPageLogUid=JtnpVXnERD3M&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
605,,https://www.aliexpress.com/item/1005007693308437.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-44&pdp_npi=4%40dis%21PKR%2172394.36%2121718.39%21%21%211879.06%21563.72%21%40213ba0c517317823730298086ec19b%2112000041870144429%21sea%21PK%210%21ABX&curPageLogUid=XqkZ6Wo3wrct&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
606,,https://www.aliexpress.com/item/1005007870525716.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-45&pdp_npi=4%40dis%21PKR%2174501.39%2125330.28%21%21%211933.75%21657.47%21%40213ba0c517317823730298086ec19b%2112000042627523448%21sea%21PK%210%21ABX&curPageLogUid=oKkUpN6KgTsh&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
607,,https://www.aliexpress.com/item/1005007702078816.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-46&pdp_npi=4%40dis%21PKR%2128401.26%219656.38%21%21%21737.18%21250.64%21%40213ba0c517317823730298086ec19b%2112000041911870509%21sea%21PK%210%21ABX&curPageLogUid=mEEq6938YdoZ&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
608,,https://www.aliexpress.com/item/1005005751500968.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&aem_p4p_detail=202411161039331146648464784900002858310&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-47&pdp_npi=4%40dis%21PKR%2153368.18%2153368.18%21%21%21192.13%21192.13%21%40213ba0c517317823730298086ec19b%2112000034223684284%21sea%21PK%210%21ABX&curPageLogUid=XNoVPV2WXxHI&utparam-url=scene%3Asearch%7Cquery_from%3A&search_p4p_id=202411161039331146648464784900002858310_12,NR
609,,https://www.aliexpress.com/item/1005007802598186.html?algo_pvid=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957&algo_exp_id=89f4a2f1-ef2d-4bfc-ba6d-e408b5cf1957-48&pdp_npi=4%40dis%21PKR%2153997.38%2118359.23%21%21%211401.55%21476.53%21%40213ba0c517317823730298086ec19b%2112000042253334191%21sea%21PK%210%21ABX&curPageLogUid=rZMwH0qUB5iZ&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
